Production Year,Production Date Entered,Operator,County,Town,Field,Producing Formation,Active Oil Wells,Inactive Oil Wells,Active Gas Wells,Inactive Gas Wells,Injection Wells,Disposal Wells,Self-use Well,"Oil Produced, bbl","Gas Produced, Mcf","Water produced, bbl","Taxable Gas, Mcf",Purchaser Codes,Location
1992,1993-04-02,"Dudar, John",Allegany,ALMA,RICHBURG,RICHBURG,2,0,0,0,0,0,NO,38,0,0,0,unknown,"ALMA, NY
(42.012207, -78.060759)"
1992,1993-04-27,"GFS Energy, Inc.",Erie,ELMA,BUFFALO CREEK,MEDINA,0,0,1,1,0,0,YES,0,462,0,0,GK,"ELMA, NY
(42.822476, -78.636722)"
1991,1992-02-19,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,BRADFORD,0,62,0,0,59,0,INACTIVE,0,0,0,0,unknown,"OLEAN, NY
(42.077495, -78.429849)"
1991,1992-03-23,"Otis Eastern Service, Inc.",Allegany,WIRT,RICHBURG,RICHBURG,12,12,0,0,0,0,NO,492,0,22,0,OB,"WIRT, NY
(42.137408, -78.150594)"
1992,1993-04-30,"Desert Gas Exploration, Inc.",Chautauqua,STOCKTON,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,1300,4,1300,GK,"STOCKTON, NY
(42.316097, -79.359685)"
1991,1992-04-03,"Schmitz, Michael E.",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,2,0,0,0,YES,0,0,0,0,unknown,"SHERMAN, NY
(42.159351, -79.595176)"
1991,1992-03-09,"Thropp, Gregory J",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,5,0,0,0,0,0,NO,277,0,27,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1991,1992-02-25,"Trahan Petroleum, Inc.",Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,19,4,0,0,NO,0,71213,80,0,GX,"HARMONY, NY
(42.074924, -79.486378)"
1992,1993-04-27,"GFS Energy, Inc.",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,3467,137,3467,GK,"SHERIDAN, NY
(42.485764, -79.241801)"
1991,1992-03-31,"Stedman Energy, Inc.",Chautauqua,ELLERY,ELLERY,ONONDAGA-BASS ISLAND,2,0,3,0,0,0,NO,511,10451,3295,0,"GK,OA","ELLERY, NY
(42.159868, -79.393216)"
1992,1993-03-26,"Bockhahn, Wm. G. & Gerard F.",Erie,SARDINIA,SARDINIA,MEDINA,0,0,1,0,0,0,YES,0,200,0,0,unknown,"SARDINIA, NY
(42.541044, -78.508184)"
1992,1993-04-08,"Chautauqua Energy, Inc.",Chautauqua,CLYMER,CLYMER,ONONDAGA-BASS ISLAND,1,0,0,0,0,0,NO,628,200,2550,0,"GA,OA","CLYMER, NY
(42.02082, -79.629966)"
1992,1993-04-09,"Energy Control Unlimited, Inc.",Cattaraugus,DAYTON,LAKESHORE,MEDINA,0,0,4,0,0,0,NO,0,60584,39,60264,GK,"DAYTON, NY
(42.399022, -79.003431)"
1992,1993-04-27,"GFS Energy, Inc.",Erie,NEWSTEAD,ALDEN-LANCASTER,MEDINA,0,0,4,1,0,0,NO,0,3739,0,3647,GK,"NEWSTEAD, NY
(43.021136, -78.495603)"
1991,1992-03-27,"SCG Gas Quest, Inc.",Erie,BRANT,BRANT-EDEN,MEDINA,0,0,7,1,0,0,NO,0,10420,36,0,GK,"BRANT, NY
(42.58859, -79.044449)"
1991,1992-03-18,T.M. Quaintance Crude Oil Production,Allegany,ALMA,FORD'S BROOK,RICHBURG,72,0,0,0,0,0,NO,59,0,5,0,OB,"ALMA, NY
(42.012207, -78.060759)"
1992,1993-01-14,"Boser, Kenneth M.",Cattaraugus,ALLEGANY,FIVE MILE,BRADFORD,7,0,0,0,0,0,NO,271,0,5,0,OC,"ALLEGANY, NY
(42.088061, -78.491258)"
1992,1993-05-12,"Ardent Resources, Inc.",Allegany,GENESEE,SHERRY HILL,ONONDAGA,0,0,0,3,0,0,INACTIVE,0,0,0,0,unknown,"GENESEE, NY
(42.02693, -78.205893)"
1991,1992-03-03,"Olson, Gilbert L.",Chautauqua,ELLERY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,326,0,0,unknown,"ELLERY, NY
(42.159868, -79.393216)"
1991,1992-03-27,"Subsea Oil & Gas, Inc.",Erie,BRANT,BRANT-EDEN,MEDINA,0,0,12,0,0,0,NO,0,34937,435,0,GK,"BRANT, NY
(42.58859, -79.044449)"
1991,1992-01-21,"Seibel, William E",Erie,LANCASTER,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"LANCASTER, NY
(42.892784, -78.676417)"
1991,1992-01-30,"Randall, John B.",Ontario,RICHMOND,WEST BLOOMFIELD,MEDINA,0,0,1,0,0,0,YES,0,65,0,0,unknown,"RICHMOND, NY
(42.790065, -77.516695)"
1991,1992-03-25,Vineyard Oil & Gas Company,Chautauqua,NORTH HARMONY,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,11608,120,0,GX,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1992,1993-04-30,Altimus & Associates,Chautauqua,POMFRET,FREDONIA,ONONDAGA,0,0,1,0,0,0,YES,0,1,0,0,unknown,"POMFRET, NY
(42.439996, -79.331441)"
1992,1993-03-30,"Gerry Homes, Inc., The",Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,4,0,0,unknown,"GERRY, NY
(42.194749, -79.250394)"
1992,1993-04-22,Fault Line Oil Corporation,Cattaraugus,ASHFORD,ASHFORD,AKRON,0,1,0,0,0,0,INACTIVE,0,0,0,0,unknown,"ASHFORD, NY
(42.403846, -78.612179)"
1991,1992-04-10,Texas Meridian Operating Co.,Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,116,2,0,0,NO,0,323816,5251,0,GX,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1992,1993-04-09,"Copper Ridge Oil, Inc.",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,18,0,0,0,0,0,NO,230,0,30,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1992,2001-08-22,"Geo Ventures, Inc.",Erie,CONCORD,NORTH COLLINS,AKRON,0,0,1,0,0,0,NO,0,1854,0,1804,GK,"CONCORD, NY
(42.535259, -78.731387)"
1992,1993-04-09,"Gorveland Drilling, Inc.",Livingston,WEST SPARTA,DANSVILLE,MARCELLUS,0,0,1,0,0,0,YES,0,0,0,0,unknown,"WEST SPARTA, NY
(42.626694, -77.77227)"
1992,1993-04-13,"Engx, Inc.",Chautauqua,ARKWRIGHT,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,3218,0,3218,GK,"ARKWRIGHT, NY
(42.406943, -79.236356)"
1992,1993-04-02,"Bunnell, Herbert F.",Allegany,ANDOVER,FULMER VALLEY,FULMER VALLEY,20,0,0,0,0,0,NO,172,0,5,0,OC,"ANDOVER, NY
(42.156405, -77.795231)"
1992,1993-03-26,"Excel Industries, Inc.",Erie,NEWSTEAD,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,900,0,0,unknown,"NEWSTEAD, NY
(43.021136, -78.495603)"
1992,1993-04-13,"Eastern States Energy, Inc.",Chautauqua,BUSTI,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,15719,0,15719,GH,"BUSTI, NY
(42.038067, -79.283549)"
1992,1993-05-12,"Ardent Resources, Inc.",Yates,TORREY,NORTH PENN YAN,QUEENSTON,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"TORREY, NY
(42.682458, -76.954245)"
1991,1992-12-31,"Rose State Custom Service, Inc",Cayuga,SPRINGPORT,WEST AUBURN,QUEENSTON,0,0,1,0,0,0,YES,0,500,0,500,unknown,"SPRINGPORT, NY
(42.842233, -76.691958)"
1991,1992-02-20,T. E. McCaffery Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,CHIPMUNK,1,0,0,0,0,0,NO,85,0,40,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1991,1992-03-17,"Wormley, Fred K",Allegany,ALMA,RICHBURG,RICHBURG,14,0,0,0,0,0,NO,166,0,0,0,OB,"ALMA, NY
(42.012207, -78.060759)"
1991,1992-04-17,"P Y E Resources, Inc.",Cattaraugus,OLEAN,FIVE MILE,BRADFORD,5,0,0,0,0,0,NO,1103,0,110,0,OA,"OLEAN, NY
(42.077495, -78.429849)"
1992,1993-04-19,"Heintz Gas & Oil Co., Inc.",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,3,0,0,0,YES,0,10989,0,10989,"GK,GX","SHERIDAN, NY
(42.485764, -79.241801)"
1992,1993-04-06,"Arrowhead Gas Producers, Inc.",Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,7811,100,7811,GH,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1991,1992-03-23,"Otis Eastern Service, Inc.",Allegany,INDEPENDENCE,FULMER VALLEY,PENNY,1,0,0,0,0,0,NO,31,0,0,0,OB,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1991,1992-03-27,"SCG Gas Quest, Inc.",Erie,EVANS,BRANT-EDEN,MEDINA,0,0,11,1,0,0,NO,0,6681,65,0,GK,"EVANS, NY
(42.638457, -79.027689)"
1991,1992-03-10,"O'Shanter Resources,  Inc.",Chautauqua,NORTH HARMONY,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,5271,0,0,GH,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1992,1993-04-12,Byron-Bergen Central School,Genesee,BERGEN,BERGEN,MEDINA,0,0,2,0,0,0,YES,0,12137,0,0,unknown,"BERGEN, NY
(43.085123, -77.94241)"
1991,1992-01-24,"Sager, Howard & Judith",Cattaraugus,PERRYSBURG,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,500,0,0,unknown,"PERRYSBURG, NY
(42.460246, -79.002177)"
1992,1993-04-12,"Cotton Well Drilling Company,  Inc.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,6,0,0,0,NO,0,6406,50,5106,GK,"EDEN, NY
(42.652413, -78.896936)"
1991,1992-01-10,"Weber, Richard",Erie,TONAWANDA,BUFFALO,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"TONAWANDA, NY
(43.016642, -78.878854)"
1991,1992-04-07,Shawnee Operating Co.,Erie,EVANS,BRANT-EDEN,MEDINA,0,0,0,2,0,0,INACTIVE,0,0,0,0,unknown,"EVANS, NY
(42.638457, -79.027689)"
1991,1992-01-28,Oak Hill Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,16,5,0,0,0,0,NO,445,0,189,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1991,1992-03-27,"Subsea Oil & Gas, Inc.",Erie,ELMA,ELMA,MEDINA,0,0,1,1,0,0,NO,0,873,0,0,GK,"ELMA, NY
(42.822476, -78.636722)"
1992,1993-04-06,Alumax  Inc.,Chautauqua,DUNKIRK,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,4007,40,4007,unknown,"DUNKIRK, NY
(42.481338, -79.333958)"
1991,1992-03-25,U S Energy Development Corp.,Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,0,3,0,0,INACTIVE,0,0,0,0,unknown,"SHERIDAN, NY
(42.485764, -79.241801)"
1992,1993-04-05,"Conti, John A.",Chautauqua,BUSTI,BUSTI,GLADE,3,0,0,0,0,0,NO,12,0,12,0,unknown,"BUSTI, NY
(42.038067, -79.283549)"
1991,1992-04-27,Oily Ann Oil And Gas Inc.,Cattaraugus,OLEAN,OLEAN,BRADFORD,1,0,0,0,0,0,NO,69,0,0,0,OB,"OLEAN, NY
(42.077495, -78.429849)"
1992,1993-03-26,"Henry W. Agle and Sons, Inc.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,1,0,0,0,YES,0,1200,6,0,unknown,"EDEN, NY
(42.652413, -78.896936)"
1991,1992-03-25,U S Energy Development Corp.,Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,9,0,0,0,NO,0,34393,45,0,GH,"WESTFIELD, NY
(42.324884, -79.573821)"
1991,1992-03-31,"Weil Resources, Inc.",Erie,LANCASTER,ALDEN-LANCASTER,MEDINA,0,0,2,0,0,0,NO,0,6090,0,0,GK,"LANCASTER, NY
(42.892784, -78.676417)"
1991,1992-02-11,Pennsylvania General Energy,Cattaraugus,OLEAN,BRADFORD,BRADFORD,0,8,0,0,0,0,NO,0,0,0,0,unknown,"OLEAN, NY
(42.077495, -78.429849)"
1992,1993-04-28,Depew Union Free School District,Erie,LANCASTER,ALDEN-LANCASTER,MEDINA,0,0,4,0,0,0,YES,0,2293,0,0,unknown,"LANCASTER, NY
(42.892784, -78.676417)"
1991,1992-04-01,TGX Corp.,Erie,CONCORD,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,513,10,0,GK,"CONCORD, NY
(42.535259, -78.731387)"
1991,1992-02-03,Perry Central Schools,Wyoming,PERRY,SILVER LAKE,MEDINA,0,0,1,0,0,0,YES,0,46,0,0,unknown,"PERRY, NY
(42.719701, -78.000751)"
1991,1992-04-02,"Patterson, Robert",Chautauqua,PORTLAND,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,150,0,0,unknown,"PORTLAND, NY
(42.379838, -79.467344)"
1992,1993-03-25,"Civiletto, Dominic J",Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,0,1,0,0,YES,0,0,0,0,unknown,"POMFRET, NY
(42.439996, -79.331441)"
1991,1992-05-29,"Putnam, Joel",Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,1,0,0,0,0,0,NO,70,0,0,0,OC,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1991,1992-04-03,Viera Energy Corp.,Chautauqua,BUSTI,BUSTI,GLADE,23,0,0,0,0,0,NO,406,0,41,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1992,1993-04-02,"Day, James W",Allegany,BOLIVAR,RICHBURG,RICHBURG,19,0,0,0,0,0,NO,624,0,722,0,OX,"BOLIVAR, NY
(42.066701, -78.167667)"
1991,1992-03-24,"Schramm Farms, Inc.",Livingston,WEST SPARTA,HUNT HOLLOW,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"WEST SPARTA, NY
(42.626694, -77.77227)"
1992,1993-04-21,"Charlebois Energy Products, Inc",Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,GH,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1992,1993-04-08,"Chautauqua Energy, Inc.",Chautauqua,CLYMER,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,4343,200,3943,GA,"CLYMER, NY
(42.02082, -79.629966)"
1992,1993-04-29,"Energy Control Unlimited, Inc.",Erie,CONCORD,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,38144,10,38144,GX,"CONCORD, NY
(42.535259, -78.731387)"
1991,1992-04-07,Shawnee Operating Co.,Erie,EDEN,BRANT-EDEN,MEDINA,0,0,2,0,0,0,NO,0,3164,10,0,GK,"EDEN, NY
(42.652413, -78.896936)"
1992,1993-03-26,"Hearthstone Manor, Inc.",Erie,CHEEKTOWAGA,ALDEN-LANCASTER,QUEENSTON,0,0,1,0,0,0,YES,0,1380,0,0,unknown,"CHEEKTOWAGA, NY
(42.907071, -78.754318)"
1992,1993-04-26,"Eastern States Energy, Inc.",Erie,AURORA,EAST AURORA,MEDINA,0,0,3,0,0,0,NO,0,16223,170,16223,GK,"AURORA, NY
(42.753982, -76.70241)"
1991,1992-04-01,TGX Corp.,Chautauqua,ELLERY,LAKESHORE,MEDINA,0,0,5,0,0,0,NO,0,14769,178,0,"GK,GX","ELLERY, NY
(42.159868, -79.393216)"
1992,1993-03-30,Equitable Resources Exploraration,Chautauqua,POLAND,LAKESHORE,MEDINA,0,0,11,0,0,0,NO,0,45479,27,42504,GX,"POLAND, NY
(43.226463, -75.062063)"
1991,1992-01-24,Panama Central School District,Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,7562,0,0,unknown,"HARMONY, NY
(42.074924, -79.486378)"
1991,1992-03-23,"Stephan, Phillip D.",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,50,6,0,0,0,0,NO,562,0,45,0,OC,"ALLEGANY, NY
(42.088061, -78.491258)"
1992,1993-03-30,"Gill, Janice P., Trustee",Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"WESTFIELD, NY
(42.324884, -79.573821)"
1991,1992-03-09,"Rose, Philip M.",Cattaraugus,CARROLLTON,BRADFORD,CHIPMUNK,8,0,0,0,0,0,NO,211,0,7,0,OC,"CARROLLTON, NY
(42.023289, -78.628438)"
1992,1993-05-03,"Farrell, Thomas J",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,0,6,0,0,0,0,INACTIVE,0,0,0,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1991,1992-04-01,TGX Corp.,Erie,EVANS,LAKEVIEW,MEDINA,0,0,4,1,0,0,NO,0,30154,14,0,GK,"EVANS, NY
(42.638457, -79.027689)"
1991,1992-01-21,"Robbins, Jesse M.",Chautauqua,BUSTI,BUSTI,GLADE,0,0,1,0,0,0,YES,0,0,0,0,unknown,"BUSTI, NY
(42.038067, -79.283549)"
1991,1992-03-17,"Tony's, Inc.",Chautauqua,DUNKIRK,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,1777,40,0,unknown,"DUNKIRK, NY
(42.481338, -79.333958)"
1991,1993-01-11,"Resource America, Inc.",Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,5414,274,5414,GX,"HARMONY, NY
(42.074924, -79.486378)"
1991,1992-02-04,Power Gas Corp.,Wyoming,COVINGTON,CASCADE BROOK,THERESA,0,0,0,4,0,0,INACTIVE,0,0,0,0,unknown,"COVINGTON, NY
(42.853421, -78.010388)"
1992,1993-08-24,Eastern American Energy Corp.,Cattaraugus,CONEWANGO,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,543,0,543,GH,"CONEWANGO, NY
(42.238697, -79.031066)"
1992,1993-04-06,"Geo Ventures, Inc.",Erie,CONCORD,CONCORD,AKRON,0,0,1,0,0,0,YES,0,100,100,0,GK,"CONCORD, NY
(42.535259, -78.731387)"
1992,1993-04-20,"Atwood Energy, Inc.",Chautauqua,ELLERY,LAKESHORE,MEDINA,0,0,7,3,0,0,NO,0,34704,250,48224,GX,"ELLERY, NY
(42.159868, -79.393216)"
1992,1993-04-09,"Eclipse Management Assoc., Inc",Chautauqua,MINA,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,200,50,0,unknown,"MINA, NY
(42.130114, -79.694407)"
1991,1992-04-10,Texas Meridian Operating Co.,Chautauqua,PORTLAND,LAKESHORE,MEDINA,0,0,6,0,0,0,NO,0,23928,0,0,GX,"PORTLAND, NY
(42.379838, -79.467344)"
1991,1992-03-06,"Slater, Patricia A.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"ALDEN, NY
(42.900146, -78.4922)"
1992,1993-04-13,Estate of Edward Eckstrom,Chautauqua,BUSTI,BUSTI,GLADE,21,3,0,0,0,0,NO,300,0,13,0,OX,"BUSTI, NY
(42.038067, -79.283549)"
1991,1992-03-30,"Rupp, Harriett E.",Cattaraugus,PERRYSBURG,LAKESHORE,AKRON,0,0,2,0,0,0,YES,0,94,0,0,unknown,"PERRYSBURG, NY
(42.460246, -79.002177)"
1991,1992-04-01,TGX Corp.,Chautauqua,ELLERY,ELLERY,ONONDAGA-BASS ISLAND,1,0,0,0,0,0,NO,5172,3767,6058,0,"OA,OB","ELLERY, NY
(42.159868, -79.393216)"
1992,1993-06-09,"Bower, Edwin L.",Livingston,NUNDA,HUNT HOLLOW,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"NUNDA, NY
(42.579285, -77.939761)"
1992,1993-04-16,Farm Energy Trust,Wyoming,GENESEE FALLS,CASTILE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"GENESEE FALLS, NY
(42.569808, -78.039996)"
1992,1993-04-19,Cal Ban Corp.,Cattaraugus,ALLEGANY,FIVE MILE,BRADFORD,110,0,0,0,0,0,NO,8154,8154,904,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1992,1993-03-30,"Evinczik, Paul M.",Chautauqua,BUSTI,BUSTI,GLADE,0,1,0,0,0,0,YES,0,0,0,0,unknown,"BUSTI, NY
(42.038067, -79.283549)"
1991,1992-05-05,"Osborne, Merton B.",Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,10,0,0,unknown,"HARMONY, NY
(42.074924, -79.486378)"
1992,1993-03-25,Big Tree Energy Partners,Wyoming,CASTILE,SILVER LAKE,MEDINA,0,0,2,0,0,0,NO,0,4080,0,4080,GP,"CASTILE, NY
(42.632095, -78.050386)"
1991,1992-01-29,"Suozzi, Daniel",Erie,AURORA,EAST AURORA,MEDINA,0,0,3,0,0,0,NO,0,1838,0,0,GK,"AURORA, NY
(42.753982, -76.70241)"
1991,1992-04-03,Raykowski Well Partnership,Erie,NEWSTEAD,AKRON,MEDINA,0,0,1,0,0,0,NO,0,2610,0,0,GX,"NEWSTEAD, NY
(43.021136, -78.495603)"
1992,1993-03-25,Columbia Natural Resources  LLC,Chautauqua,CARROLL,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,1578,0,1578,GH,"CARROLL, NY
(42.054174, -79.15832)"
1991,1992-02-18,"Plants and Goodwin, Inc.",Allegany,SCIO,RICHBURG,RICHBURG,25,0,0,0,0,0,NO,53,0,106,0,OB,"SCIO, NY
(42.171429, -77.97865)"
1992,1993-04-07,"Gleber, Lawrence C. & Dorothy",Genesee,PAVILION,PAVILION,MEDINA,0,0,1,0,0,0,YES,0,200,10,200,unknown,"PAVILION, NY
(42.876072, -78.02272)"
1992,1993-03-25,"Crump, Howard E. & Dianne",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,145,0,0,GX,"SHERMAN, NY
(42.159351, -79.595176)"
1992,1993-03-26,"Dedrick, Douglas",Erie,AURORA,EAST AURORA,MEDINA,0,0,1,0,0,0,NO,0,3128,0,3128,GK,"AURORA, NY
(42.753982, -76.70241)"
1992,1993-04-19,"Carls, Thomas A",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,26,9,0,0,0,0,NO,226,0,6,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1991,1992-02-24,"Southwell, Russell  W",Chautauqua,BUSTI,BUSTI,GLADE,78,0,0,0,0,0,NO,1347,0,0,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1992,1993-04-09,"Geo Ventures, Inc.",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,3,0,0,0,NO,0,6999,160,6999,GK,"SHERIDAN, NY
(42.485764, -79.241801)"
1992,1993-01-19,D. A. Griffin Corp.,Erie,WEST SENECA,WEST SENECA,MEDINA,0,0,1,0,0,0,YES,0,1197,0,0,unknown,"WEST SENECA, NY
(42.843272, -78.790813)"
1992,1993-04-27,"GFS Energy, Inc.",Chautauqua,NORTH HARMONY,NORTH HARMONY,ONONDAGA-BASS ISLAND,2,1,0,3,0,0,NO,163,67052,1425,67052,"GH,OC","NORTH HARMONY, NY
(42.094296, -79.374999)"
1992,1993-04-16,"Copper Ridge Oil, Inc.",Steuben,WEST UNION,BEECH HILL-INDEPENDENCE,FULMER VALLEY,28,0,0,0,7,0,NO,1158,0,120,0,OA,"WEST UNION, NY
(42.094951, -77.725816)"
1991,1992-01-10,"Perry, Gerald W",Allegany,ANDOVER,BEECH HILL-INDEPENDENCE,PENNY,0,0,1,0,0,0,YES,0,0,2,0,unknown,"ANDOVER, NY
(42.156405, -77.795231)"
1992,1993-03-26,"Giras, Daniel F.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"ALDEN, NY
(42.900146, -78.4922)"
1991,1992-04-10,Texas Meridian Operating Co.,Chautauqua,ELLINGTON,LAKESHORE,MEDINA,0,0,30,1,0,0,NO,0,91232,833,0,GX,"ELLINGTON, NY
(42.215868, -79.108075)"
1991,1992-04-01,TGX Corp.,Chautauqua,GERRY,GERRY-CHARLOTTE,ONONDAGA-BASS ISLAND,3,1,2,0,0,0,NO,601,6181,490,0,"GH,OB","GERRY, NY
(42.194749, -79.250394)"
1992,1993-04-13,Frank H. Stephan Oil Group,Cattaraugus,OLEAN,BRADFORD,BRADFORD,10,0,0,0,0,0,NO,2452,0,119,0,"OA,OC","OLEAN, NY
(42.077495, -78.429849)"
1991,1992-04-03,Regal Energy Limited,Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,1,0,0,0,NO,0,4896,0,0,"GK,GX","HAMBURG, NY
(42.723291, -78.839026)"
1991,1992-04-03,Weaver Gas Well Management,Genesee,PAVILION,PAVILION,MEDINA,0,0,6,0,0,0,NO,0,12784,325,0,GK,"PAVILION, NY
(42.876072, -78.02272)"
1992,1993-03-26,Big Tree Energy Partners,Wyoming,PERRY,SILVER LAKE,MEDINA,0,0,3,0,0,0,YES,0,11805,20,11805,GP,"PERRY, NY
(42.719701, -78.000751)"
1992,1993-04-09,"20 Bliss Street, Inc.",Chautauqua,DUNKIRK,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,1665,9,1665,GK,"DUNKIRK, NY
(42.481338, -79.333958)"
1991,1992-04-03,Share Gas,Genesee,PAVILION,PAVILION,MEDINA,0,0,1,0,0,0,NO,0,4157,130,0,GK,"PAVILION, NY
(42.876072, -78.02272)"
1991,1992-04-02,"Wilkinson, Keith",Erie,LANCASTER,ALDEN-LANCASTER,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"LANCASTER, NY
(42.892784, -78.676417)"
1992,1993-08-12,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,RUSHFORD,MEDINA,0,5,0,0,0,0,INACTIVE,0,0,0,0,unknown,"RUSHFORD, NY
(42.38858, -78.253057)"
1991,1992-04-07,"Sharon Resources, Inc.",Wyoming,SHELDON,SHELDON,MEDINA,0,0,12,5,0,0,NO,0,13486,298,0,GH,"SHELDON, NY
(42.737258, -78.418146)"
1991,1992-01-10,"Wroblewski, Francis M",Erie,COLDEN,GLENWOOD,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"COLDEN, NY
(42.644234, -78.684775)"
1992,1993-04-12,"Cotton Well Drilling Company,  Inc.",Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,6,0,0,0,NO,0,4965,145,4965,GK,"WESTFIELD, NY
(42.324884, -79.573821)"
1992,1993-03-26,Arkema Inc.,Erie,TONAWANDA,TONAWANDA,MEDINA,0,0,5,0,0,0,YES,0,2174,0,0,unknown,"TONAWANDA, NY
(43.016642, -78.878854)"
1992,1993-04-13,"Appalachian Energy, Inc.",Chautauqua,BUSTI,LAKESHORE,MEDINA,0,0,11,4,0,0,NO,0,50811,0,50811,GH,"BUSTI, NY
(42.038067, -79.283549)"
1992,1993-04-05,C & G Oil Co.,Allegany,WIRT,NILE,WAUGH & PORTER,7,0,0,0,0,0,NO,374,0,0,0,"OB,OC","WIRT, NY
(42.137408, -78.150594)"
1991,1993-01-11,"Resource America, Inc.",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,3837,194,3837,GX,"SHERMAN, NY
(42.159351, -79.595176)"
